,customer_id,name,class,gender,start_date,end_date,campaign_id,is_deleted,class_name,price,campaign_name
74,HI728364,XXXX,C01,M,2015-06-01 00:00:00,,CA1,0,0_종일,10500,2_일반
75,HI373547,XXXXX,C01,F,2015-06-01 00:00:00,,CA1,0,0_종일,10500,2_일반
76,GD489678,XXXXX,C01,M,2015-06-01 00:00:00,,CA1,0,0_종일,10500,2_일반
77,OA504016,XXXXX,C03,M,2015-06-01 00:00:00,,CA1,0,2_야간,6000,2_일반
78,IK124414,XXXXX,C03,M,2015-06-01 00:00:00,,CA1,0,2_야간,6000,2_일반
79,IK351897,XXXXX,C02,M,2015-06-01 00:00:00,,CA1,0,1_주간,7500,2_일반
80,TS273269,XXXX,C03,M,2015-06-01 00:00:00,,CA1,0,2_야간,6000,2_일반
81,IK055692,XXXXX,C01,M,2015-06-01 00:00:00,,CA1,0,0_종일,10500,2_일반
82,TS035920,XXXX,C01,M,2015-06-01 00:00:00,,CA1,0,0_종일,10500,2_일반
83,GD555235,XXXXX,C03,F,2015-06-01 00:00:00,,CA1,0,2_야간,6000,2_일반
84,AS099984,XXX,C01,F,2015-06-01 00:00:00,,CA1,0,0_종일,10500,2_일반
85,TS471939,XXX,C01,M,2015-06-01 00:00:00,,CA1,0,0_종일,10500,2_일반
86,OA931227,XXX,C02,F,2015-06-01 00:00:00,,CA1,0,1_주간,7500,2_일반
87,HD455858,XXXXXX,C03,M,2015-06-01 00:00:00,,CA1,0,2_야간,6000,2_일반
88,PL487301,XXXX,C01,M,2015-06-01 00:00:00,,CA1,0,0_종일,10500,2_일반
89,GD813654,XXXXX,C03,M,2015-06-01 00:00:00,,CA1,0,2_야간,6000,2_일반
90,HD378274,XXXX,C03,M,2015-06-01 00:00:00,,CA1,0,2_야간,6000,2_일반
91,OA236156,XXXXX,C01,F,2015-06-01 00:00:00,,CA1,0,0_종일,10500,2_일반
92,PL889178,XXXXXX,C02,F,2015-06-01 00:00:00,,CA1,0,1_주간,7500,2_일반
93,OA776086,XXX,C03,F,2015-06-01 00:00:00,,CA1,0,2_야간,6000,2_일반
94,AS677821,XXXXXX,C01,M,2015-06-01 00:00:00,,CA1,0,0_종일,10500,2_일반
95,OA818666,XXXX,C02,F,2015-06-01 00:00:00,,CA1,0,1_주간,7500,2_일반
96,PL342449,XX,C02,F,2015-06-01 00:00:00,,CA1,0,1_주간,7500,2_일반
97,PL825454,XXXX,C01,M,2015-06-01 00:00:00,,CA1,0,0_종일,10500,2_일반
98,TS437647,XXXXXX,C02,M,2015-06-01 00:00:00,,CA1,0,1_주간,7500,2_일반
99,HI146430,XXXXX,C01,M,2015-06-01 00:00:00,,CA1,0,0_종일,10500,2_일반
100,GD437531,XXXXX,C01,M,2015-06-01 00:00:00,,CA1,0,0_종일,10500,2_일반
101,OA103624,XXX,C01,M,2015-06-01 00:00:00,,CA1,0,0_종일,10500,2_일반
102,OA933190,XXXXX,C01,M,2015-06-01 00:00:00,,CA1,0,0_종일,10500,2_일반
103,IK624416,XXXXX,C03,F,2015-06-01 00:00:00,,CA1,0,2_야간,6000,2_일반
104,GD212992,XXXX,C03,F,2015-06-01 00:00:00,,CA1,0,2_야간,6000,2_일반
105,IK999272,XXXX,C01,M,2015-06-01 00:00:00,,CA1,0,0_종일,10500,2_일반
106,GD163914,XXXXXX,C01,F,2015-06-01 00:00:00,,CA1,0,0_종일,10500,2_일반
107,PL400479,XXXX,C03,F,2015-06-01 00:00:00,,CA1,0,2_야간,6000,2_일반
108,PL942936,XXX,C01,M,2015-06-01 00:00:00,,CA1,0,0_종일,10500,2_일반
109,IK006139,XXXXX,C01,M,2015-06-01 00:00:00,,CA1,0,0_종일,10500,2_일반
110,IK902787,XXXXX,C01,F,2015-06-01 00:00:00,,CA1,0,0_종일,10500,2_일반
111,PL815569,XXXX,C02,F,2015-06-01 00:00:00,,CA1,0,1_주간,7500,2_일반
112,HI216184,XXXX,C01,M,2015-06-01 00:00:00,,CA1,0,0_종일,10500,2_일반
113,HI965956,XXXXX,C01,M,2015-06-01 00:00:00,,CA1,0,0_종일,10500,2_일반
114,OA225076,XXXXX,C01,M,2015-06-01 00:00:00,,CA1,0,0_종일,10500,2_일반
115,TS106731,XXXX,C03,M,2015-06-01 00:00:00,,CA1,0,2_야간,6000,2_일반
116,HI228454,XXXXX,C02,F,2015-06-01 00:00:00,,CA1,0,1_주간,7500,2_일반
117,HI900494,XX,C03,M,2015-06-01 00:00:00,,CA1,0,2_야간,6000,2_일반
118,PL456313,XXXXX,C01,F,2015-06-01 00:00:00,,CA1,0,0_종일,10500,2_일반
119,PL779242,XXXX,C01,F,2015-06-01 00:00:00,,CA1,0,0_종일,10500,2_일반
120,TS959961,XXXXXX,C03,F,2015-06-01 00:00:00,,CA1,0,2_야간,6000,2_일반
121,AS099118,XXXXX,C01,M,2015-06-01 00:00:00,,CA1,0,0_종일,10500,2_일반
122,IK331136,XXXXXX,C02,F,2015-06-01 00:00:00,,CA1,0,1_주간,7500,2_일반
123,AS834706,XXXXX,C01,M,2015-06-01 00:00:00,,CA1,0,0_종일,10500,2_일반
124,TS179365,XXXXX,C03,M,2015-06-01 00:00:00,,CA1,0,2_야간,6000,2_일반
125,AS614421,XXXXX,C01,M,2015-06-01 00:00:00,,CA1,0,0_종일,10500,2_일반
126,OA747936,XXXXX,C01,M,2015-06-01 00:00:00,,CA1,0,0_종일,10500,2_일반
127,PL494564,XXX,C03,M,2015-06-01 00:00:00,,CA1,0,2_야간,6000,2_일반
128,AS299544,XXXX,C01,M,2015-06-01 00:00:00,,CA1,0,0_종일,10500,2_일반
129,OA261861,XXXX,C02,M,2015-06-01 00:00:00,,CA1,0,1_주간,7500,2_일반
130,HD120698,XXXXX,C01,F,2015-06-01 00:00:00,,CA1,0,0_종일,10500,2_일반
131,HI328204,XX,C02,F,2015-07-01 00:00:00,,CA1,0,1_주간,7500,2_일반
132,IK695797,XXXX,C02,M,2015-07-01 00:00:00,,CA1,0,1_주간,7500,2_일반
133,HI778223,XX,C03,M,2015-07-01 00:00:00,,CA1,0,2_야간,6000,2_일반
134,GD235669,XXX,C01,F,2015-07-01 00:00:00,,CA1,0,0_종일,10500,2_일반
135,AS637476,XX,C02,F,2015-07-01 00:00:00,,CA1,0,1_주간,7500,2_일반
136,AS171994,XXX,C03,M,2015-07-01 00:00:00,,CA1,0,2_야간,6000,2_일반
137,PL245159,XXXXX,C02,F,2015-07-01 00:00:00,,CA1,0,1_주간,7500,2_일반
138,GD470986,XXX,C03,M,2015-07-01 00:00:00,,CA1,0,2_야간,6000,2_일반
139,HD287652,XX,C03,M,2015-07-01 00:00:00,,CA1,0,2_야간,6000,2_일반
140,AS933597,XXXX,C01,M,2015-07-01 00:00:00,,CA1,0,0_종일,10500,2_일반
141,PL787344,XXXX,C02,F,2015-07-01 00:00:00,,CA1,0,1_주간,7500,2_일반
142,IK313475,XXXX,C03,M,2015-07-01 00:00:00,,CA1,0,2_야간,6000,2_일반
143,OA986961,XXX,C01,F,2015-07-01 00:00:00,,CA1,0,0_종일,10500,2_일반
144,OA266742,XXXXX,C02,M,2015-07-01 00:00:00,,CA1,0,1_주간,7500,2_일반
145,IK461411,XXX,C02,F,2015-07-01 00:00:00,,CA1,0,1_주간,7500,2_일반
146,TS244750,XXXXXX,C01,F,2015-07-01 00:00:00,,CA1,0,0_종일,10500,2_일반
147,OA753193,XXX,C01,M,2015-07-01 00:00:00,,CA1,0,0_종일,10500,2_일반
148,GD084870,XXXXX,C01,M,2015-07-01 00:00:00,,CA1,0,0_종일,10500,2_일반
149,HD453390,XXXX,C03,M,2015-07-01 00:00:00,,CA1,0,2_야간,6000,2_일반
150,GD138948,XXXXX,C03,F,2015-07-01 00:00:00,,CA1,0,2_야간,6000,2_일반
151,TS673226,XXX,C02,F,2015-07-01 00:00:00,,CA1,0,1_주간,7500,2_일반
152,IK357051,XXX,C01,M,2015-07-01 00:00:00,,CA1,0,0_종일,10500,2_일반
153,HI859298,XXXXX,C03,M,2015-07-01 00:00:00,,CA1,0,2_야간,6000,2_일반
154,AS065870,XXXX,C01,M,2015-07-01 00:00:00,,CA1,0,0_종일,10500,2_일반
155,GD700613,XXX,C02,F,2015-07-01 00:00:00,,CA1,0,1_주간,7500,2_일반
156,TS554037,XXXXXX,C03,F,2015-07-01 00:00:00,,CA1,0,2_야간,6000,2_일반
157,PL827485,XXX,C01,F,2015-07-01 00:00:00,,CA1,0,0_종일,10500,2_일반
158,AS828426,XXX,C03,M,2015-07-01 00:00:00,,CA1,0,2_야간,6000,2_일반
159,GD009242,XXX,C02,F,2015-07-01 00:00:00,,CA1,0,1_주간,7500,2_일반
160,HI092194,XXXXX,C01,F,2015-07-01 00:00:00,,CA1,0,0_종일,10500,2_일반
161,PL812388,XXXXX,C03,M,2015-07-01 00:00:00,,CA1,0,2_야간,6000,2_일반
162,OA025439,XXXXX,C01,M,2015-07-01 00:00:00,,CA1,0,0_종일,10500,2_일반
163,TS023216,XXXXX,C02,F,2015-07-01 00:00:00,,CA1,0,1_주간,7500,2_일반
164,TS440617,XXXXXX,C02,F,2015-07-01 00:00:00,,CA1,0,1_주간,7500,2_일반
165,HI525283,XXXXXX,C03,F,2015-07-01 00:00:00,,CA1,0,2_야간,6000,2_일반
166,GD812702,XXXXX,C01,F,2015-07-01 00:00:00,,CA1,0,0_종일,10500,2_일반
167,IK560941,XXXX,C02,F,2015-07-01 00:00:00,,CA1,0,1_주간,7500,2_일반
168,GD914874,XXX,C03,F,2015-07-01 00:00:00,,CA1,0,2_야간,6000,2_일반
169,AS726714,XXXXX,C01,M,2015-07-01 00:00:00,,CA1,0,0_종일,10500,2_일반
170,HI639424,XXXXX,C03,M,2015-07-01 00:00:00,,CA1,0,2_야간,6000,2_일반
171,OA310354,XXXXX,C01,M,2015-07-01 00:00:00,,CA1,0,0_종일,10500,2_일반
172,HI720107,XXXXX,C02,F,2015-07-01 00:00:00,,CA1,0,1_주간,7500,2_일반
173,HD296157,XXXXX,C01,M,2015-07-01 00:00:00,,CA1,0,0_종일,10500,2_일반
174,AS015315,XXXXX,C01,M,2015-07-01 00:00:00,,CA1,0,0_종일,10500,2_일반
175,HD625027,XXXX,C03,M,2015-07-01 00:00:00,,CA1,0,2_야간,6000,2_일반
176,HI323901,XXXXX,C01,M,2015-07-01 00:00:00,,CA1,0,0_종일,10500,2_일반
177,TS614929,XXXXX,C03,F,2015-07-01 00:00:00,,CA1,0,2_야간,6000,2_일반
178,AS868124,XXXXX,C01,M,2015-07-01 00:00:00,,CA1,0,0_종일,10500,2_일반
179,HI499195,XXXX,C02,F,2015-07-01 00:00:00,,CA1,0,1_주간,7500,2_일반
180,PL445190,XXXXX,C01,M,2015-07-01 00:00:00,,CA1,0,0_종일,10500,2_일반
181,PL117922,XXXX,C02,F,2015-07-01 00:00:00,,CA1,0,1_주간,7500,2_일반
182,GD837157,XXXXXX,C01,F,2015-07-01 00:00:00,,CA1,0,0_종일,10500,2_일반
183,OA375487,XXXXXX,C01,M,2015-07-01 00:00:00,,CA1,0,0_종일,10500,2_일반
184,PL863573,XXXXXX,C01,F,2015-08-01 00:00:00,,CA1,0,0_종일,10500,2_일반
185,IK155697,XXXX,C01,F,2015-08-01 00:00:00,,CA1,0,0_종일,10500,2_일반
186,AS132988,XXXX,C01,M,2015-08-01 00:00:00,,CA1,0,0_종일,10500,2_일반
187,HI708658,XXX,C01,F,2015-08-01 00:00:00,,CA1,0,0_종일,10500,2_일반
188,TS223691,XXXX,C01,M,2015-08-01 00:00:00,,CA1,0,0_종일,10500,2_일반
189,OA823412,XXX,C01,M,2015-08-01 00:00:00,,CA1,0,0_종일,10500,2_일반
190,OA545809,XXXXXX,C01,M,2015-08-01 00:00:00,,CA1,0,0_종일,10500,2_일반
191,AS386696,XX,C02,F,2015-08-01 00:00:00,,CA1,0,1_주간,7500,2_일반
192,IK219142,XXXX,C03,M,2015-08-01 00:00:00,,CA1,0,2_야간,6000,2_일반
193,HI428108,XXXXX,C02,F,2015-08-01 00:00:00,,CA1,0,1_주간,7500,2_일반
194,TS803730,XXXXX,C03,M,2015-08-01 00:00:00,,CA1,0,2_야간,6000,2_일반
195,GD266112,XXX,C03,M,2015-08-01 00:00:00,,CA1,0,2_야간,6000,2_일반
196,GD687485,XXXXX,C01,M,2015-08-01 00:00:00,,CA1,0,0_종일,10500,2_일반
197,TS861244,XXXXX,C02,F,2015-08-01 00:00:00,,CA1,0,1_주간,7500,2_일반
198,OA313854,XXXXX,C03,M,2015-08-01 00:00:00,,CA1,0,2_야간,6000,2_일반
199,PL101549,XX,C03,M,2015-08-01 00:00:00,,CA1,0,2_야간,6000,2_일반
200,OA484479,XXXXX,C01,F,2015-08-01 00:00:00,,CA1,0,0_종일,10500,2_일반
201,HI978590,XXXXX,C01,F,2015-08-01 00:00:00,,CA1,0,0_종일,10500,2_일반
202,HD405727,XX,C01,M,2015-08-01 00:00:00,,CA1,0,0_종일,10500,2_일반
203,HD145501,XXXX,C03,M,2015-08-01 00:00:00,,CA1,0,2_야간,6000,2_일반
204,HI920533,XX,C03,M,2015-08-01 00:00:00,,CA1,0,2_야간,6000,2_일반
205,TS386881,XXXX,C01,F,2015-08-01 00:00:00,,CA1,0,0_종일,10500,2_일반
206,TS864496,XXXXX,C01,M,2015-08-01 00:00:00,,CA1,0,0_종일,10500,2_일반
207,OA278526,XXXXX,C02,F,2015-08-01 00:00:00,,CA1,0,1_주간,7500,2_일반
208,GD639344,XXXXX,C02,F,2015-08-01 00:00:00,,CA1,0,1_주간,7500,2_일반
209,HD862235,XXXXX,C01,M,2015-08-01 00:00:00,,CA1,0,0_종일,10500,2_일반
210,HI531972,XXXXX,C03,M,2015-08-01 00:00:00,,CA1,0,2_야간,6000,2_일반
211,OA368057,XXXXXX,C01,F,2015-08-01 00:00:00,,CA1,0,0_종일,10500,2_일반
212,TS675030,XXXX,C03,M,2015-08-01 00:00:00,,CA1,0,2_야간,6000,2_일반
213,OA085890,XXXXX,C01,M,2015-08-01 00:00:00,,CA1,0,0_종일,10500,2_일반
214,PL876202,XXX,C02,F,2015-08-01 00:00:00,,CA1,0,1_주간,7500,2_일반
215,OA250167,XXXX,C01,F,2015-08-01 00:00:00,,CA1,0,0_종일,10500,2_일반
216,TS357089,XXXXX,C01,M,2015-08-01 00:00:00,,CA1,0,0_종일,10500,2_일반
217,OA869136,XX,C02,F,2015-08-01 00:00:00,,CA1,0,1_주간,7500,2_일반
218,TS147383,XXXXX,C03,F,2015-08-01 00:00:00,,CA1,0,2_야간,6000,2_일반
219,AS875048,XXXXX,C03,M,2015-08-01 00:00:00,,CA1,0,2_야간,6000,2_일반
220,GD687670,XXXX,C03,M,2015-08-01 00:00:00,,CA1,0,2_야간,6000,2_일반
221,IK787243,XX,C03,M,2015-08-01 00:00:00,,CA1,0,2_야간,6000,2_일반
222,AS092144,XX,C01,F,2015-08-01 00:00:00,,CA1,0,0_종일,10500,2_일반
223,IK446815,XXXX,C03,M,2015-08-01 00:00:00,,CA1,0,2_야간,6000,2_일반
224,TS085215,XXXXX,C03,M,2015-08-01 00:00:00,,CA1,0,2_야간,6000,2_일반
225,PL652437,XXXX,C02,F,2015-08-01 00:00:00,,CA1,0,1_주간,7500,2_일반
226,HI929904,XXXXX,C01,M,2015-08-01 00:00:00,,CA1,0,0_종일,10500,2_일반
227,HD733934,XXX,C01,M,2015-08-01 00:00:00,,CA1,0,0_종일,10500,2_일반
228,IK516841,XXXXX,C01,F,2015-08-01 00:00:00,,CA1,0,0_종일,10500,2_일반
229,HI072340,XXXXX,C02,F,2015-08-01 00:00:00,,CA1,0,1_주간,7500,2_일반
230,HI963277,XXX,C03,M,2015-08-01 00:00:00,,CA1,0,2_야간,6000,2_일반
231,IK248737,XXXXXX,C02,F,2015-08-01 00:00:00,,CA1,0,1_주간,7500,2_일반
232,OA955085,XXXXX,C01,F,2015-08-01 00:00:00,,CA1,0,0_종일,10500,2_일반
233,GD257904,XXXX,C01,M,2015-08-01 00:00:00,,CA1,0,0_종일,10500,2_일반
234,HI184733,XXXXX,C01,M,2015-08-01 00:00:00,,CA1,0,0_종일,10500,2_일반
235,HI969840,XXXXX,C01,F,2015-08-01 00:00:00,,CA1,0,0_종일,10500,2_일반
236,IK569155,XXXXXX,C02,M,2015-08-01 00:00:00,,CA1,0,1_주간,7500,2_일반
237,OA255039,XXXXXX,C01,M,2015-09-01 00:00:00,,CA1,0,0_종일,10500,2_일반
238,TS621030,XXXX,C02,F,2015-09-01 00:00:00,,CA1,0,1_주간,7500,2_일반
239,TS364512,XXXX,C03,M,2015-09-01 00:00:00,,CA1,0,2_야간,6000,2_일반
240,OA427079,XXXX,C03,M,2015-09-01 00:00:00,,CA1,0,2_야간,6000,2_일반
241,IK986011,XXXX,C02,F,2015-09-01 00:00:00,,CA1,0,1_주간,7500,2_일반
242,AS124354,XXXX,C03,M,2015-09-01 00:00:00,,CA1,0,2_야간,6000,2_일반
243,HD867526,XXX,C03,M,2015-09-01 00:00:00,,CA1,0,2_야간,6000,2_일반
244,HD379875,XXXX,C01,M,2015-09-01 00:00:00,,CA1,0,0_종일,10500,2_일반
245,AS736672,XXXX,C01,F,2015-09-01 00:00:00,,CA1,0,0_종일,10500,2_일반
246,OA285691,XXXXXX,C01,M,2015-09-01 00:00:00,,CA1,0,0_종일,10500,2_일반
247,PL634236,XXX,C01,M,2015-09-01 00:00:00,,CA1,0,0_종일,10500,2_일반
248,IK051737,XXXX,C01,F,2015-09-01 00:00:00,,CA1,0,0_종일,10500,2_일반
249,OA628170,XXX,C03,F,2015-09-01 00:00:00,,CA1,0,2_야간,6000,2_일반
250,IK018825,XXX,C01,M,2015-09-01 00:00:00,,CA1,0,0_종일,10500,2_일반
251,HI673538,XXXX,C01,F,2015-09-01 00:00:00,,CA1,0,0_종일,10500,2_일반
252,IK433428,XXXX,C01,F,2015-09-01 00:00:00,,CA1,0,0_종일,10500,2_일반
253,GD004422,XXXX,C01,F,2015-09-01 00:00:00,,CA1,0,0_종일,10500,2_일반
254,TS861788,XX,C01,F,2015-09-01 00:00:00,,CA1,0,0_종일,10500,2_일반
255,AS603613,XXXXX,C02,F,2015-09-01 00:00:00,,CA1,0,1_주간,7500,2_일반
256,TS161670,XXX,C01,F,2015-09-01 00:00:00,,CA1,0,0_종일,10500,2_일반
257,HD862369,XXX,C03,M,2015-09-01 00:00:00,,CA1,0,2_야간,6000,2_일반
258,PL507166,XXX,C01,M,2015-09-01 00:00:00,,CA1,0,0_종일,10500,2_일반
259,HI003514,XXXXX,C02,F,2015-09-01 00:00:00,,CA1,0,1_주간,7500,2_일반
260,TS995299,XXXXXX,C03,M,2015-09-01 00:00:00,,CA1,0,2_야간,6000,2_일반
261,PL753720,XXXX,C01,F,2015-09-01 00:00:00,,CA1,0,0_종일,10500,2_일반
262,IK292139,XX,C03,M,2015-09-01 00:00:00,,CA1,0,2_야간,6000,2_일반
263,HD289026,XXX,C01,F,2015-09-01 00:00:00,,CA1,0,0_종일,10500,2_일반
264,HI376364,XXXXXX,C01,M,2015-09-01 00:00:00,,CA1,0,0_종일,10500,2_일반
265,HD561131,XXXXX,C01,F,2015-09-01 00:00:00,,CA1,0,0_종일,10500,2_일반
266,TS548118,XXXXXX,C01,M,2015-09-01 00:00:00,,CA1,0,0_종일,10500,2_일반
267,OA544396,XXXXX,C03,F,2015-09-01 00:00:00,,CA1,0,2_야간,6000,2_일반
268,IK733351,XXXX,C01,M,2015-09-01 00:00:00,,CA1,0,0_종일,10500,2_일반
269,GD280871,XXX,C02,M,2015-09-01 00:00:00,,CA1,0,1_주간,7500,2_일반
270,HD914078,XXXX,C03,F,2015-09-01 00:00:00,,CA1,0,2_야간,6000,2_일반
271,TS159187,XXXXX,C03,M,2015-09-01 00:00:00,,CA1,0,2_야간,6000,2_일반
272,IK266002,XXXX,C01,M,2015-09-01 00:00:00,,CA1,0,0_종일,10500,2_일반
273,PL144435,XXXXX,C02,F,2015-09-01 00:00:00,,CA1,0,1_주간,7500,2_일반
274,HD012547,XX,C01,M,2015-09-01 00:00:00,,CA1,0,0_종일,10500,2_일반
275,TS624020,XXXXXX,C03,F,2015-09-01 00:00:00,,CA1,0,2_야간,6000,2_일반
